day,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,performance_tier_index,engagement_score
Monday,Email,South,CTV,Millennials,App Installs,31398,937,2.98,186.12,56,5.98,33.16,157,18,3.06,4550.82,3,4.685298427
Monday,Search,South,Mobile,Boomers,Traffic,151600,6287,4.15,14315.42,318,5.06,69.4,162,36,9.49,28610.63,1,6.718298153
Thursday,Search,West,Mobile,Gen Z,Awareness,178439,2453,4.47,2133.445,517,6.48,51.89,305,42,7.47,19129.82,2,4.192833405
Sunday,Social,North,Tablet,Boomers,Sales,116677,4257,3.65,3126.4,373,8.76,42.5,170,34,5.57,38235.67,3,6.202507778
Wednesday,Affiliate,South,Desktop,Millennials,Leads,108776,1170,1.08,886.82,0,0,65.12,80,27,7.31,0,0,0.86048393
Saturday,Email,West,CTV,Millennials,Traffic,58952,2760,4.68,1034.03,250,9.06,50.69,218,33,8.74,17482.3,3,10.20626951
Tuesday,Email,North,Desktop,Boomers,App Installs,71724,3285,4.58,2133.445,252,7.67,39.97,52,36,6.56,18475.15,2,2.38162958
Tuesday,Search,East,Tablet,Boomers,Awareness,105450,4442,4.21,7130.75,326,7.34,39.89,187,41,4.85,32512.12,2,7.877230915
Tuesday,Email,South,Desktop,Gen Z,App Installs,32229,1123,3.48,743.75,108,9.62,56.99,86,28,7.22,11228.57,3,2.996617953
Tuesday,Affiliate,South,Tablet,Gen Z,Traffic,109528,1503,1.37,853.38,55,3.66,57.16,197,39,9.38,5090.26,2,2.703336133
Friday,Search,South,CTV,Boomers,Traffic,169966,9663,5.69,8685.36,548,5.67,40.33,121,26,4.17,38526.6,2,6.879158185
Monday,Social,North,Mobile,Gen X,Leads,89420,2086,2.33,2183.72,93,4.46,60.63,208,21,9.01,12322.68,2,4.852247819
Thursday,Social,West,Tablet,Gen X,App Installs,97051,744,0.77,380.38,48,6.45,71.43,152,46,8.62,4763.79,3,1.165243017
Sunday,Social,South,Mobile,Boomers,App Installs,75672,2491,3.29,5388.88,93,3.73,89.93,113,18,5.1,6693.9,1,3.719777461
Saturday,Search,North,Desktop,Boomers,App Installs,110187,4647,4.22,11516.65,248,5.34,53.65,170,27,6.97,31809.24,1,7.169539056
Tuesday,Email,East,CTV,Millennials,Leads,35944,871,2.42,515.61,90,10.33,49.59,76,28,6.69,7060.01,3,1.841642555
Saturday,Social,North,Tablet,Millennials,Awareness,111785,2644,2.37,3406.92,177,6.69,34.42,129,37,5.81,12125.42,2,3.051178602
Friday,Social,West,Desktop,Boomers,Traffic,82047,1662,2.03,1257.4,122,7.34,60.16,211,34,7.81,8289.53,2,4.274159933
Friday,Search,West,CTV,Gen Z,Sales,135759,9043,6.66,9385.91,357,3.95,49.95,117,49,6.29,25059.98,1,7.793450158
Saturday,Social,South,CTV,Millennials,Sales,129761,3680,2.84,3836.22,119,3.23,19.67,205,35,6.73,12857.25,2,5.813765307
Thursday,Display,South,CTV,Millennials,Leads,137887,1303,0.94,1025.47,0,0,37.34,48,44,5.94,347.29,0,0.453588808
Saturday,Display,South,Tablet,Millennials,Awareness,205553,1592,0.77,1340.19,0,0,83.74,144,26,9.24,328.51,0,1.115274406
Saturday,Affiliate,Central,Mobile,Gen X,Traffic,91737,1158,1.26,1203.17,84,7.25,51.51,129,27,6.53,7024.92,2,1.628372412
Thursday,Display,South,Tablet,Millennials,App Installs,178232,1010,0.57,708.37,0,0,68.45,126,19,10,0,0,0.714013196
Saturday,Social,Central,Desktop,Gen Z,Sales,88978,1728,1.94,2118.2,67,3.88,56.28,149,29,5.44,8662.29,2,2.893659107
Saturday,Email,West,Desktop,Boomers,Sales,34640,2453,3.37,529.36,26,2.23,36.67,158,30,5.51,2291.81,2,11.18862587
Saturday,Display,North,CTV,Millennials,Traffic,220438,1218,0.55,710.89,38,3.12,55.25,128,39,8.67,3419.9,2,0.707246482
Thursday,Display,West,Desktop,Millennials,App Installs,211473,2896,1.37,1925.79,0,0,43.09,136,30,4.65,0,0,1.862441068
Friday,Search,West,Mobile,Gen Z,Sales,154404,11981,7.76,19599.38,604,5.04,54.45,51,35,4.82,25036.01,1,3.957352141
Sunday,Video,West,Mobile,Boomers,Sales,163578,3411,2.09,4761.38,183,5.36,61.56,128,43,6.6,18285.61,2,2.669111983
Monday,Social,North,Mobile,Boomers,Traffic,125633,2581,2.05,3868.29,77,2.98,42.75,210,38,8.48,8291.75,1,4.314232725
Wednesday,Social,East,Tablet,Millennials,Awareness,93183,1466,1.57,1379.62,101,4.5,59.22,106,39,5.95,5904.65,2,1.66764324
Sunday,Search,West,Tablet,Millennials,Sales,89561,3796,4.24,9906.34,169,4.45,50.13,205,35,4.26,15186.07,1,8.68882661
Thursday,Email,Central,Mobile,Boomers,Sales,53435,1992,3.73,435.2,145,7.28,41.74,187,37,6.75,18698.27,3,6.971161224
Tuesday,Social,West,Desktop,Gen X,Sales,104228,1360,1.3,1147.58,55,4.04,38.48,177,30,8.71,4243.12,2,2.309552136
Friday,Affiliate,North,Mobile,Boomers,Leads,109132,1807,1.66,1452.15,0,0,60.57,122,30,7.28,0,0,2.020067441
Thursday,Affiliate,Central,Desktop,Gen Z,App Installs,83844,1454,1.73,1170.51,72,4.95,46.32,148,38,7.4,5861.6,2,2.566576022
Sunday,Display,North,Tablet,Gen Z,Awareness,178987,2375,1.33,1913.32,25,1.05,51.7,141,18,6.53,3230.6,1,1.870945935
Tuesday,Display,South,Mobile,Boomers,App Installs,193518,2496,1.29,2747.87,0,0,42.89,161,49,8.78,0,0,2.076582023
Friday,Affiliate,South,Desktop,Gen X,Leads,105154,1770,1.68,1496.56,25,1.41,54.31,183,32,4.98,2007.83,1,3.080339312
Monday,Display,Central,CTV,Gen X,Awareness,166129,2823,1.7,1201.46,58,2.05,51.75,144,36,10,1773.45,1,2.446965912
Tuesday,Search,East,Tablet,Boomers,Sales,111638,4500,4.03,7306.24,255,5.67,55.32,119,29,8.12,21729.17,1,4.796753794
Friday,Email,Central,Mobile,Boomers,App Installs,64578,1475,2.28,649.56,79,5.36,44.86,139,25,6.24,6084.01,2,3.174842826
Friday,Affiliate,Central,Tablet,Boomers,App Installs,84017,1271,1.51,1083.85,30,2.36,38.69,192,39,8.71,3604.06,2,2.904555031
Wednesday,Display,North,Desktop,Boomers,Awareness,161901,2453,0.44,879.82,27,3.78,12.7,164,43,7.3,2888.53,2,2.484802441
Thursday,Search,West,Desktop,Gen X,Awareness,97234,2719,2.8,3487.15,166,6.11,50.8,93,38,8.52,13851.87,2,2.60060267
Friday,Video,Central,Desktop,Boomers,Leads,201846,5802,2.87,8341.46,167,2.88,54.42,127,38,7.44,13587.62,1,3.650575191
Tuesday,Video,West,Mobile,Gen X,Traffic,159823,4552,2.85,3702.75,171,3.76,62.9,193,35,9.01,15760.95,2,5.49693098
Monday,Search,North,Desktop,Gen X,Sales,160822,7211,4.48,23910.53,101,6.07,55.7,128,38,7.66,23294.65,0,5.739314273
Monday,Email,East,Tablet,Boomers,App Installs,64585,1898,2.94,76.46,91,4.79,62.97,277,34,6.46,8689.48,3,8.140373152
Thursday,Affiliate,Central,CTV,Boomers,Leads,91498,1537,1.68,994.42,26,1.69,50.05,111,44,7.25,2665.69,1,1.864598133
Monday,Email,South,Tablet,Millennials,Leads,58051,2955,5.09,785.23,282,9.54,51.37,87,39,8.42,23816.42,3,4.428605881
Wednesday,Social,West,Tablet,Gen X,Awareness,78868,2056,2.61,2467.64,130,6.32,58.72,159,35,7.88,4922.68,1,4.144951057
Wednesday,Social,East,Tablet,Boomers,Traffic,86191,2335,2.71,2225.63,138,5.91,64.38,234,33,4.35,9178.19,2,6.339292966
Sunday,Email,South,Tablet,Millennials,Traffic,63367,1522,2.4,790.72,128,8.41,58.91,106,37,8.79,13973,3,2.545993972
Friday,Affiliate,South,Desktop,Millennials,Awareness,100605,2079,2.07,1966.54,57,2.74,23.48,25,27,6.77,5411.24,1,0.516624422
Sunday,Search,East,Desktop,Boomers,Leads,173226,10878,6.28,23040.57,274,2.52,40.03,236,19,8.05,25244.77,1,14.81999238
Saturday,Display,South,Desktop,Gen Z,Leads,157566,1798,1.14,2556.32,48,2.67,46.08,251,42,6.9,6109.93,1,2.864183898
Thursday,Display,South,Tablet,Boomers,App Installs,181342,1302,0.72,1349.83,17,1.31,50.7,156,40,5.62,1338.3,0,1.120049409
Tuesday,Social,Central,Tablet,Gen Z,Awareness,96097,2493,2.59,3359.18,157,6.3,61.21,154,37,9.13,7517.41,1,3.995150733
Thursday,Video,West,Desktop,Boomers,Leads,206963,4380,2.12,7471.65,208,4.75,37.82,143,29,5.74,23605.5,2,3.026338041
Thursday,Social,North,Tablet,Gen X,Sales,73494,1793,2.44,1233.43,97,5.41,51.43,183,45,6.11,4739.87,2,4.464568536
Monday,Display,Central,Desktop,Boomers,Leads,197866,439,0.22,377.68,15,3.42,39.72,172,53,9.09,669.93,1,0.381611798
Sunday,Affiliate,North,CTV,Gen Z,Traffic,82776,1202,1.45,1581.35,48,3.99,51.53,155,36,9.58,3548.28,1,2.250773171
Saturday,Affiliate,Central,Mobile,Gen X,Awareness,125290,1970,1.57,2433.47,72,3.65,35.24,287,28,5.88,4036.56,1,4.51265065
Wednesday,Video,Central,Desktop,Boomers,Leads,222752,7151,3.21,11155.72,420,5.87,72.62,186,34,7.5,26116.19,1,5.971151774
Saturday,Search,East,Mobile,Millennials,App Installs,125731,4249,3.38,13687.21,101,8,44.16,14,44,8.04,29667.55,1,0.473121187
Wednesday,Email,South,Tablet,Millennials,Awareness,62899,1864,2.96,833.05,178,9.55,64.53,239,41,7.58,11007.11,3,7.082719916
Saturday,Search,Central,CTV,Gen Z,App Installs,88019,5076,5.77,6884.36,197,3.88,48.96,88,52,6.23,18938.14,1,5.074904282
Friday,Email,Central,Mobile,Gen X,Sales,39525,1198,3.03,169.57,71,5.93,35.4,149,36,5.53,6794.01,3,4.516179633
Saturday,Social,West,Tablet,Boomers,Leads,123109,2453,3.78,4446.7,113,2.43,42.85,8,36,8.55,11239,1,0.159403455
Friday,Search,East,Tablet,Gen X,Leads,143950,6649,4.62,13347.02,337,5.07,45.19,326,32,7.2,13156.52,0,15.05782563
Tuesday,Video,Central,Mobile,Millennials,Sales,160283,5808,3.62,8451.96,167,2.88,43.13,96,26,4.61,19334.56,1,3.478647143
Sunday,Affiliate,West,CTV,Gen X,Traffic,131582,2651,2.01,1800.12,154,5.81,58.83,189,40,8.59,16809.91,2,3.807808059
Tuesday,Affiliate,West,CTV,Millennials,App Installs,67412,983,1.46,816.32,43,4.37,55.16,144,29,6.48,2549.36,2,2.099804189
Sunday,Email,North,Desktop,Millennials,Leads,85715,6157,7.18,3662.64,405,6.58,34.85,131,27,8.8,39675.15,3,9.409869918
Friday,Video,Central,Tablet,Gen Z,App Installs,263461,11935,4.53,14746.01,247,2.07,55.53,223,38,5.64,25596.97,1,10.10208342
Wednesday,Video,North,Mobile,Boomers,Leads,186168,6625,3.56,11460.84,221,3.34,43.16,130,27,8.45,13065,1,4.626197843
Saturday,Video,South,CTV,Millennials,Traffic,178269,7624,4.28,10981.36,527,6.91,59.78,191,29,8.53,19198.04,1,8.168464511
Monday,Social,West,Tablet,Boomers,Awareness,83480,1396,1.67,1603.06,49,3.51,64.23,215,37,8.71,6413.03,2,3.59535218
Tuesday,Affiliate,West,Desktop,Gen Z,Awareness,53064,784,1.48,928.47,29,3.7,39.65,151,44,8.89,3575.53,2,2.23096638
Friday,Social,East,Tablet,Boomers,Awareness,94670,1807,1.91,2413.59,13,0.72,64.95,120,30,6.94,1241.47,0,2.290482729
Wednesday,Affiliate,East,CTV,Millennials,Sales,104728,1652,1.58,1832.31,53,3.21,95,87,48,7.63,4362.66,1,1.372355053
Sunday,Affiliate,South,Mobile,Gen Z,Leads,87795,1231,1.4,1246.78,84,6.82,64.21,129,39,10,8964.5,2,1.808747651
Monday,Video,North,Tablet,Boomers,App Installs,150193,4111,2.74,6060.82,165,4.01,55.43,130,27,5.25,14030.83,1,3.558288336
Wednesday,Video,East,CTV,Gen Z,Leads,148905,5514,3.7,7709.37,179,3.25,37.81,289,18,6.19,14589.35,1,10.70176287
Saturday,Email,Central,Mobile,Gen X,Traffic,40585,960,2.37,385.92,39,4.06,68.05,119,32,4.19,3606.52,2,2.814833066
Saturday,Email,North,Desktop,Gen X,Sales,55075,1594,2.89,380.22,107,6.71,50.7,192,31,3.62,10273.77,3,5.556931457
Thursday,Display,East,CTV,Gen X,Awareness,109712,1490,1.36,1106.51,101,4.5,65.13,170,33,6.08,6059.21,2,2.308772058
Sunday,Display,East,Mobile,Millennials,Traffic,89959,293,0.33,292.69,8,2.73,49.08,245,42,9.42,956.62,2,0.797974633
Thursday,Search,Central,Desktop,Gen X,Leads,133246,4431,3.33,9972.11,476,10.74,48.55,62,29,5.98,32884.01,2,2.061765456
Thursday,Affiliate,East,Tablet,Gen X,Awareness,95736,2569,2.68,2133.445,0,0,56.68,115,34,7.08,0,0,3.085934236
Sunday,Email,Central,Tablet,Millennials,Awareness,86350,3581,4.15,1767.41,228,6.37,46.97,92,51,4.77,22285.85,3,3.815309786
Wednesday,Social,Central,Tablet,Gen X,Sales,90056,1863,2.07,2103.6,28,1.5,62.67,167,23,6.72,2553.38,1,3.454750378
Tuesday,Video,East,Desktop,Gen Z,Traffic,220037,4077,1.85,6469.29,161,3.95,44.03,227,37,7.66,9664.88,1,4.206015352
Tuesday,Social,Central,Desktop,Millennials,App Installs,109218,3475,3.18,4611.61,217,6.24,52.68,114,51,6.59,16178.2,2,3.627149371
Wednesday,Email,Central,Mobile,Boomers,Sales,56204,1266,2.25,340.58,116,9.16,66.64,168,21,4.34,6775.72,3,3.784214647
Saturday,Display,East,Tablet,Millennials,Sales,157434,1244,0.79,742.63,84,6.75,56.28,204,23,6.21,7004.74,2,1.611951675
Tuesday,Email,Central,Tablet,Millennials,Leads,63770,3207,5.03,1175.67,201,6.27,61.82,156,33,9.1,18188.41,3,7.84525639
Tuesday,Search,North,Desktop,Millennials,Traffic,165142,7388,4.47,7340.14,99,1.34,72.03,137,50,7.58,5137.79,0,6.12900413
Wednesday,Affiliate,South,Tablet,Millennials,Traffic,52913,1217,2.3,1931.39,29,2.38,54.25,207,34,4.4,2817.86,1,4.761003912
Sunday,Social,North,CTV,Gen Z,Awareness,64721,1516,2.34,2268.99,66,4.35,58.57,253,45,5.7,5925.71,1,5.92617543
Friday,Search,North,Mobile,Boomers,Awareness,149478,4554,3.05,4506.63,287,6.3,68.3,167,39,8.02,28355.2,2,5.087825633
Sunday,Display,North,Mobile,Gen X,Awareness,161166,1973,1.22,1647.97,20,1.01,46.37,137,28,8.61,1891.83,1,1.677158954
Monday,Search,North,Desktop,Millennials,Traffic,135135,5445,4.03,13465.33,132,2.42,40.71,187,37,7.92,12278.98,0,7.534798535
Wednesday,Affiliate,East,Mobile,Gen Z,Traffic,142826,1242,0.87,1336,31,2.5,27.57,130,34,7.55,3360.34,1,1.130466442
Sunday,Affiliate,East,Tablet,Gen X,Traffic,116740,2412,2.07,1774.35,258,10.7,64.92,201,26,4.87,25800.46,3,4.152921021
Thursday,Email,Central,Desktop,Gen Z,Awareness,1147,3,0.26,10113.69,0,0,45.94,145,31,5.89,53,0,0.379250218
Sunday,Email,North,Desktop,Millennials,Leads,48423,936,1.93,517.86,60,6.41,69.98,218,42,4.8,6194.85,3,4.213865312
Sunday,Social,Central,Mobile,Gen Z,Traffic,113224,2958,2.61,2550.97,221,7.47,73.27,147,39,8.65,22625.34,2,3.840404861
Monday,Email,West,Tablet,Millennials,Sales,63024,1637,2.6,658.69,94,5.74,73.24,220,33,7.45,7744.49,3,5.714331048
Monday,Affiliate,North,Desktop,Gen X,Sales,88454,2558,2.89,2560.35,122,4.77,58.12,230,37,5.83,12364.99,2,6.651366812
Sunday,Video,South,Desktop,Boomers,Awareness,206177,6574,3.19,12968.24,148,2.25,67.74,177,38,9.24,9146.14,0,5.643684795
Thursday,Display,North,CTV,Gen Z,App Installs,259917,2294,0.88,1533.43,32,1.39,42.24,216,41,6.02,3767.93,1,1.906393195
Tuesday,Social,West,Tablet,Gen X,App Installs,82581,1740,2.11,1783.71,80,4.6,44.09,309,49,7.53,5449.79,2,6.510698587
Sunday,Affiliate,North,Mobile,Gen X,Sales,72395,601,0.83,356.47,42,6.99,43.13,151,18,6.09,3419.98,2,1.253553422
Tuesday,Search,West,Tablet,Boomers,App Installs,130537,7604,5.83,12650.24,665,8.75,54.94,250,35,7.49,42519.64,2,14.56292086
Wednesday,Affiliate,East,CTV,Millennials,App Installs,87090,2176,2.5,20,101,4.64,65.2,294,20,7.84,11904.82,3,7.345780227
Tuesday,Video,East,CTV,Millennials,Awareness,252181,7828,3.1,12563.68,405,5.17,55.04,227,34,7.95,37532.5,1,7.046351628
Saturday,Video,East,Desktop,Gen Z,Sales,187551,4861,2.59,7030.86,145,2.98,40.64,56,24,8.76,14312.93,1,1.451423879
Sunday,Affiliate,North,CTV,Boomers,App Installs,97402,2367,2.43,2232.86,0,0,60.99,219,30,10,0,0,5.321995442
Saturday,Affiliate,North,Mobile,Millennials,Sales,37810,355,0.94,316.61,17,4.79,45.2,307,42,7.38,722.22,1,2.882438508
Saturday,Video,Central,Mobile,Millennials,Awareness,206020,5236,2.54,7381.15,282,5.39,76.52,24,34,9.43,31565.96,2,0.609960198
Wednesday,Display,South,Tablet,Millennials,App Installs,196564,2453,0.76,1515.94,27,1.8,70.06,256,35,6.18,3266.14,1,3.194725382
Monday,Video,North,Desktop,Boomers,Sales,266157,4354,1.64,7114.76,162,3.72,29.35,253,34,9.41,13973.62,1,4.13876772
Tuesday,Display,Central,Tablet,Boomers,Leads,156207,2499,1.6,2010.89,123,4.92,54.4,101,20,5.8,11411.25,2,1.615798268
Monday,Video,Central,CTV,Boomers,App Installs,184546,5770,3.13,6650.5,264,4.58,57.19,143,18,6.17,16988.59,1,4.471026194
Thursday,Display,South,CTV,Gen Z,Awareness,245224,1362,0.56,1171.44,62,4.55,48.45,224,41,8.37,8187.73,2,1.244119662
Saturday,Display,West,CTV,Millennials,Traffic,239123,1610,0.67,1460.55,30,1.86,60.69,131,37,7.97,1594.14,1,0.882014695
Friday,Affiliate,North,Desktop,Boomers,App Installs,93915,2453,0.8,757.47,58,7.76,71.35,150,42,4.56,1256.62,1,3.917904488
Wednesday,Affiliate,East,Desktop,Gen X,App Installs,98919,2292,2.32,2569.67,93,4.06,54.58,103,46,5.79,8931.57,2,2.3865587
Wednesday,Email,North,Mobile,Boomers,Sales,81862,3994,4.88,1775.24,322,8.06,59.66,178,22,7.39,22767.68,3,8.684517847
Monday,Social,East,CTV,Boomers,App Installs,157753,4544,2.88,6366.83,0,0,49.86,167,30,6.95,0,0,4.810355429
Friday,Display,Central,Tablet,Gen Z,Awareness,134039,1113,0.83,953.14,65,5.84,54.21,115,28,6.19,5132.02,2,0.954908646
Saturday,Video,West,CTV,Gen Z,Awareness,158749,3064,1.93,3747.06,153,4.99,56.55,123,47,6.84,17777.83,2,2.374011805
Tuesday,Social,Central,Tablet,Millennials,Sales,97600,2314,2.37,1900.14,106,4.58,23.12,252,39,5.36,9297.68,2,5.974672131
Sunday,Search,Central,CTV,Boomers,Sales,87897,4912,5.59,13697.01,257,5.23,74.54,71,29,7.29,20899.58,1,3.967734963
Monday,Email,South,Mobile,Boomers,Leads,37570,1109,2.95,601.47,70,6.31,25.83,256,37,5.61,7440.08,3,7.556667554
Thursday,Video,Central,CTV,Gen X,Leads,177569,5277,2.97,6729.23,377,7.14,55.4,117,28,9.95,25433.91,2,3.477008937
Monday,Display,North,Mobile,Gen Z,Traffic,217826,2887,1.33,1192.56,159,5.51,69.3,104,27,6.27,11928.54,3,1.378384582
Monday,Search,West,Tablet,Gen X,Sales,126770,4949,3.9,9278.35,219,4.43,41.45,95,27,5.32,15615.16,1,3.708724462
Saturday,Display,North,Desktop,Millennials,Traffic,275347,4007,1.46,4008.63,0,0,29.99,173,36,8.2,69.29,0,2.517590531
Friday,Affiliate,East,Mobile,Gen Z,Leads,113451,1032,0.91,1764.2,32,3.1,48.44,140,44,6.3,1818.18,1,1.273501335
Thursday,Search,East,Desktop,Gen Z,App Installs,129257,4715,3.65,9745.19,198,4.2,38.9,165,43,6.34,10787.2,1,6.018822965
Sunday,Display,North,CTV,Boomers,App Installs,198266,2714,1.37,1638.74,87,3.21,70.2,166,32,7.08,8842.15,2,2.272321023
Tuesday,Email,West,Tablet,Gen Z,Sales,58273,1547,2.65,921.7,89,5.75,54.96,97,36,7.32,7022.82,2,2.575103393
Wednesday,Email,North,Tablet,Boomers,App Installs,55550,2035,3.66,307.45,208,10.22,69.66,214,49,8.43,7544.02,3,7.83960396
Saturday,Video,East,Mobile,Boomers,Awareness,168490,4127,2.45,6267.7,348,8.43,36.98,198,28,5.71,24474.33,2,4.84981898
Sunday,Affiliate,South,Tablet,Boomers,App Installs,95133,2095,2.2,1388.05,83,3.96,49.95,178,28,7.57,9665.62,2,3.919880588
Thursday,Affiliate,East,Desktop,Gen X,Leads,61670,1748,2.83,1179.26,29,1.66,58.97,72,37,8.2,3105.38,1,2.040797795
Tuesday,Video,South,CTV,Gen Z,App Installs,146831,3208,2.18,5512.77,99,3.09,69.81,93,31,7.34,8410.79,1,2.031886999
Saturday,Social,East,Tablet,Gen Z,Leads,114959,4983,4.33,4679.4,213,4.27,44.83,146,39,6.68,10436.2,1,6.328499726
Thursday,Email,West,Desktop,Gen Z,App Installs,52908,1948,3.68,557.45,150,7.7,54.8,163,40,5.46,15866.19,3,6.001436456
Thursday,Search,Central,Tablet,Gen X,Awareness,111105,6534,5.88,10611.43,269,4.12,58.96,205,31,6.13,18317.52,1,12.05589307
Monday,Email,Central,CTV,Boomers,Traffic,37610,1129,3,400.93,35,3.1,36.12,208,36,8.99,2138.26,2,6.243871311
Monday,Display,North,Tablet,Gen X,Sales,198775,2278,1.15,1808.6,0,0,53.79,151,38,8.37,197.89,0,1.730489247
Saturday,Affiliate,Central,Tablet,Millennials,Sales,55206,1811,3.28,957.36,118,6.52,45.1,100,40,7.72,10576.75,3,3.280440532
Thursday,Video,East,CTV,Millennials,Awareness,148900,3912,2.63,6313.93,181,4.63,45.56,20,26,7.68,18531.16,1,0.525453324
Thursday,Affiliate,Central,Desktop,Boomers,Traffic,122041,2240,1.84,2951.53,95,4.24,61.28,150,29,8.31,12402.17,2,2.753173114
Saturday,Affiliate,West,Tablet,Boomers,App Installs,51257,697,1.36,1009.17,39,5.6,58.72,124,34,5.43,3803.44,2,1.686169694
Sunday,Affiliate,North,Desktop,Gen X,Sales,92390,2233,2.42,2088.36,0,0,44.13,161,39,5.65,0,0,3.891254465
Friday,Social,South,Desktop,Gen X,Sales,132409,1588,1.2,1229.64,81,5.1,44.88,78,26,9.52,6703.97,2,0.935465112
Saturday,Video,East,Mobile,Millennials,Sales,242669,4637,1.91,8304.1,0,0,30.28,75,26,7.86,236.66,0,1.433124956
Tuesday,Display,East,Desktop,Gen X,App Installs,136370,1146,0.84,1209.99,49,4.28,48.36,174,43,5.66,6630.41,2,1.462227763
Saturday,Social,West,Desktop,Gen Z,Traffic,108655,2985,2.75,3162.58,96,3.22,36.84,200,29,7.04,9247.42,1,5.494454926
Monday,Social,North,Desktop,Gen X,Sales,61007,521,0.85,815.83,12,2.3,36.84,131,21,6.42,594.96,0,1.118740472
Friday,Video,Central,CTV,Boomers,Awareness,231932,3336,1.44,6913.94,96,2.88,53.51,190,18,8.88,6581.5,0,2.732869979
Saturday,Social,South,Tablet,Millennials,Awareness,101882,2120,2.08,3639.19,83,3.92,41.85,196,35,7.62,4533.86,1,4.07844369
Saturday,Display,East,Desktop,Gen Z,Sales,192933,2759,1.43,1197.35,42,1.52,53.82,171,54,4.58,3855.62,2,2.445351495
Saturday,Video,South,Desktop,Gen Z,App Installs,188529,3880,2.06,6285.33,243,6.26,61.28,119,47,8.07,20078.8,2,2.449066191
Tuesday,Affiliate,Central,Mobile,Gen X,Sales,81255,1533,1.89,1474.9,79,5.15,20.8,68,30,7.54,6714.7,2,1.282924128
Sunday,Search,South,Mobile,Gen X,Leads,110062,5020,4.56,5642.55,372,7.41,62.83,122,30,4.91,34853.08,2,5.564500009
Tuesday,Email,West,Desktop,Boomers,Traffic,69735,381,0.55,330.17,25,6.56,43.58,199,26,7.12,1999.88,2,1.087244569
Saturday,Social,North,Desktop,Millennials,Leads,137731,3026,2.2,4503.45,103,3.4,73.48,165,37,7,10156.38,1,3.625109816
Saturday,Video,West,Tablet,Gen Z,Sales,263048,9215,3.5,9110.58,0,0,41.5,144,35,6.57,247.59,0,5.044554606
Tuesday,Email,East,Mobile,Gen X,App Installs,73026,3097,4.24,1893.04,107,3.45,34.01,15,31,4.29,8892.68,2,0.636143291
Saturday,Display,West,Tablet,Gen X,Awareness,216572,1569,0.72,970.97,22,1.4,61.72,287,29,4.57,2499.21,1,2.079230002
Monday,Affiliate,Central,Mobile,Gen Z,Traffic,87388,2637,3.02,2512.21,65,2.46,60.51,146,58,8.27,5483.36,1,4.405662105
Friday,Display,Central,CTV,Gen X,Leads,202414,2410,1.19,2133.21,60,2.49,56.46,216,34,7.34,6296.89,1,2.57175887
Wednesday,Affiliate,North,Desktop,Boomers,Sales,86382,1437,1.66,1776.67,39,2.71,59.36,88,34,6.63,3577.21,1,1.463916094
Wednesday,Search,West,CTV,Boomers,Leads,81308,2994,3.68,6681.39,45,1.5,44.94,155,45,7.19,4820.02,0,5.707556452
Friday,Affiliate,West,Mobile,Millennials,Leads,60354,674,1.12,576.53,24,3.56,51.99,98,28,7.6,1975.79,2,1.09440965
Sunday,Email,North,Tablet,Boomers,App Installs,56061,1735,3.09,703.82,65,3.75,44.72,215,34,5.39,4623.78,2,6.653912702
Thursday,Affiliate,Central,Tablet,Boomers,Awareness,128934,3054,2.37,2539.01,187,6.12,34.23,179,44,6.94,18268.11,2,4.239890176
Wednesday,Video,South,Tablet,Gen X,App Installs,119086,2525,2.12,3961.95,121,4.79,47.18,101,28,5.4,12518.68,2,2.141519574
Friday,Search,North,Desktop,Millennials,App Installs,118792,4257,3.58,5413.95,362,8.5,67.61,208,23,6.94,17349.81,2,7.453835275
Sunday,Affiliate,South,CTV,Gen X,Sales,133225,2800,2.1,1812,62,2.21,56.81,280,18,7.12,3201.49,1,5.884781385
Friday,Video,South,Tablet,Millennials,App Installs,172230,2165,1.26,3694.36,89,4.11,50.82,107,30,6.29,8594.88,1,1.345032805
Sunday,Display,East,Desktop,Gen Z,Sales,164116,1504,0.92,1547.35,85,5.65,56.7,133,28,7.03,10636.05,2,1.218845207
Friday,Display,South,CTV,Boomers,App Installs,151403,1243,0.82,1658.28,30,2.41,57.29,185,26,8.32,2817.3,1,1.518827236
Saturday,Social,North,Mobile,Millennials,Awareness,108544,2422,2.23,2468.12,161,6.65,60.4,192,34,7.79,12007.35,2,4.284198113
Sunday,Video,South,Tablet,Millennials,Awareness,145402,2411,1.66,2436.62,228,9.46,56.06,105,31,9.45,14230.78,2,1.741069586
Monday,Video,Central,CTV,Gen X,Traffic,269801,9137,3.39,11028.28,448,4.9,38.1,81,18,9.05,15061.09,1,2.743121782
Thursday,Search,East,Desktop,Gen Z,Awareness,133655,7826,5.86,15764.59,476,6.08,58.45,5,41,8.06,30703.59,1,0.292768696
Wednesday,Affiliate,Central,CTV,Boomers,Sales,79950,1705,2.13,1409.12,31,1.82,52.54,78,41,6.27,2238.33,1,1.663414634
Sunday,Display,West,CTV,Millennials,Sales,244304,2348,0.96,2504.87,111,4.73,58.37,155,44,8.86,12858.93,2,1.489701356
